[Tue Apr 18 20:47:25 2023] ThreadID[33560]	Started game. 
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 9.676500 Z 8.761800
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.311
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 12.604500 Z 8.761800
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.312
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 0.884800 Z 8.761800
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.313
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 3.812800 Z 8.761800
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.314
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 6.755500 Z -8.238200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.315
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 9.676500 Z -8.238200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.316
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 12.604500 Z -8.238200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.317
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 0.884800 Z -8.238200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.318
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 3.812800 Z -8.238200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.319
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 12.604500 Z -5.238200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.320
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 12.604500 Z -2.238200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.321
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 12.604500 Z 0.761800
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.322
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 12.604500 Z 3.761800
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Decorative_Wall.323
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -43.730598 Y 12.604500 Z 6.761800
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Arch.001
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -32.048599 Y 2.885900 Z 0.900300
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Arch
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -8.310900 Y 2.885900 Z 0.900300
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Arch_bars.001
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -19.543699 Y -2.999100 Z 2.586200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Arch_bars.002
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -19.543699 Y 3.479500 Z -2.135200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Arch_bars.003
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -19.543699 Y 3.479500 Z 2.586200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Arch_bars.008
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -19.543699 Y -2.999100 Z -2.135200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Arch_bars.004
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 19.556000 Y -1.834200 Z -0.100000
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Arch_bars.005
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -44.679901 Y -2.999100 Z 2.586200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Arch_bars.006
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -44.679901 Y 3.479500 Z -2.135200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Arch_bars.007
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -44.679901 Y 3.479500 Z 2.586200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Arch_bars
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -44.679901 Y -2.999100 Z -2.135200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.001
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -6.980100 Y 1.242200 Z 2.557600
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.002
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -4.335000 Y 1.242200 Z 5.138700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.003
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -6.980100 Y 1.242200 Z -3.235000
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.004
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -6.980100 Y 1.242200 Z -5.816100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.005
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -4.335000 Y 1.242200 Z -3.235000
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.006
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -4.335000 Y 1.242200 Z -5.816100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.007
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -6.980100 Y 1.242200 Z 5.138700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.008
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -4.335000 Y 1.242200 Z 2.557600
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.009
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 0.897900 Y 1.242200 Z 5.138700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.010
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 0.897900 Y 1.242200 Z 2.557600
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.011
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 3.543000 Y 1.242200 Z 5.138700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.012
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 3.543000 Y 1.242200 Z 2.557600
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.013
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 0.897900 Y 1.242200 Z -3.235000
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.014
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 0.897900 Y 1.242200 Z -5.816100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.015
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 3.543000 Y 1.242200 Z -3.235000
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.016
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 3.543000 Y 1.242200 Z -5.816100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.017
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 8.915400 Y 1.242200 Z 5.138700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.018
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 8.915400 Y 1.242200 Z 2.557600
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.019
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 11.560500 Y 1.242200 Z 5.138700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.020
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 11.560500 Y 1.242200 Z 2.557600
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.021
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 8.915400 Y 1.242200 Z -3.235000
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.022
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 8.915400 Y 1.242200 Z -5.816100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.023
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 11.560500 Y 1.242200 Z -3.235000
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.024
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 11.560500 Y 1.242200 Z -5.816100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.025
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -4.335000 Y 3.836700 Z 5.138700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.026
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -4.335000 Y 3.836700 Z 2.557600
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.027
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 0.897900 Y 3.800800 Z -3.235000
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.028
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 3.543000 Y 3.800800 Z -5.816100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.029
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 8.915400 Y 3.834300 Z 5.138700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.030
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 11.560500 Y 3.834300 Z 5.138700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate.031
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -6.980100 Y 3.859200 Z -5.816100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Crate
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -4.335000 Y 3.859200 Z -5.816100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2.001
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 19.770500 Y -0.000000 Z -3.327100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2.003
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 19.770500 Y -0.000000 Z 3.158600
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2.002
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 19.211399 Y 0.074400 Z -9.768700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2.004
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 19.211399 Y 7.419200 Z -9.768700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2.005
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 19.211399 Y 0.074400 Z 9.899600
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2.006
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 19.211399 Y 7.419200 Z 9.899600
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2.007
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -18.870800 Y 0.074400 Z -9.403100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2.008
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -18.870800 Y 7.419200 Z -9.403100
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2.009
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -19.356199 Y 0.074400 Z 12.912700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2.010
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -19.356199 Y 7.419200 Z 12.912700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2.011
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -11.289500 Y 0.074400 Z 12.912700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Column2
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -11.289500 Y 7.419200 Z 12.912700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_Straight_Modular.001
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -13.537200 Y 0.945500 Z -5.377300
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_Straight_Modular.002
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -15.523700 Y 0.945500 Z -5.377300
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_Straight_Modular.003
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -17.514299 Y 0.945500 Z -5.377300
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_Straight_Modular.004
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -13.537200 Y 0.945500 Z 5.373700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_Straight_Modular.005
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -11.565400 Y 0.945500 Z 3.676200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_Straight_Modular.006
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -11.565400 Y 0.945500 Z 1.835000
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_Straight_Modular.007
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -11.565400 Y 0.945500 Z -0.106700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_Straight_Modular.008
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -11.565400 Y 0.945500 Z -2.051200
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_Straight_Modular
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -11.565400 Y 0.945500 Z -3.698700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_90_Modular.001
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -11.558800 Y 0.942200 Z 5.384400
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_90_Modular
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -11.558800 Y 0.942200 Z -5.380700
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Fence_End_Modular
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X -15.498600 Y 0.944400 Z 5.375500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.031
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 18.782900 Y -0.098500 Z 9.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.001
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 18.782900 Y -0.098500 Z 7.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.002
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 18.782900 Y -0.098500 Z 5.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.003
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 18.782900 Y -0.098500 Z 3.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.004
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 18.782900 Y -0.098500 Z 1.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.005
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 18.782900 Y -0.098500 Z -0.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.006
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 18.782900 Y -0.098500 Z -2.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.007
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 18.782900 Y -0.098500 Z -4.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.008
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 18.782900 Y -0.098500 Z -6.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.009
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 18.782900 Y -0.098500 Z -8.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.010
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 16.782900 Y -0.098500 Z 9.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.011
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 16.782900 Y -0.098500 Z 7.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.012
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 16.782900 Y -0.098500 Z 5.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.013
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 16.782900 Y -0.098500 Z 3.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.014
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 16.782900 Y -0.098500 Z 1.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.015
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 16.782900 Y -0.098500 Z -0.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.016
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 16.782900 Y -0.098500 Z -2.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.017
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 16.782900 Y -0.098500 Z -4.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.018
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 16.782900 Y -0.098500 Z -6.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.019
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 16.782900 Y -0.098500 Z -8.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.020
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 14.782900 Y -0.098500 Z 9.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.021
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 14.782900 Y -0.098500 Z 7.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.022
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 14.782900 Y -0.098500 Z 5.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.023
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 14.782900 Y -0.098500 Z 3.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.024
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 14.782900 Y -0.098500 Z 1.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.025
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 14.782900 Y -0.098500 Z -0.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.026
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 14.782900 Y -0.098500 Z -2.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.027
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 14.782900 Y -0.098500 Z -4.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.028
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 14.782900 Y -0.098500 Z -6.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.029
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 14.782900 Y -0.098500 Z -8.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.030
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 12.782900 Y -0.098500 Z 9.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.032
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 12.782900 Y -0.098500 Z 7.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.033
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 12.782900 Y -0.098500 Z 5.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.034
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 12.782900 Y -0.098500 Z 3.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.035
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 12.782900 Y -0.098500 Z 1.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.036
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 12.782900 Y -0.098500 Z -0.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.037
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 12.782900 Y -0.098500 Z -2.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.038
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 12.782900 Y -0.098500 Z -4.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.039
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 12.782900 Y -0.098500 Z -6.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.040
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 12.782900 Y -0.098500 Z -8.955500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.041
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 10.782900 Y -0.098500 Z 9.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.042
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 10.782900 Y -0.098500 Z 7.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.043
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 10.782900 Y -0.098500 Z 5.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.044
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 10.782900 Y -0.098500 Z 3.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.045
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Location: X 10.782900 Y -0.098500 Z 1.044500
[Tue Apr 18 21:11:43 2023] ThreadID[15060]	[INFO]	Model Detected: Floor_Modular.046
